Estimated Visits,Domain,Traffic share,Change,Global Rank,Avg. Visit Duration,Pages / Visit,Bounce Rate,AdSense
1369897,shopmyexchange.com,0.002224688%,,"60,247",00:07:35,11.21,19.57%,
3197606,mangago.com,0.002221915%,-12.34%,"2,019",00:20:49,86.43,26.54%,
3324169,photodune.net,0.002217053%,1.96%,"5,859",00:06:52,15.47,26.46%,
4598117,uploadboy.com,0.002214912%,-33.09%,"5,789",00:04:46,3.63,29.84%,Yes
1280411,missycoupons.com,0.002208027%,-3.72%,"16,611",00:12:36,14.00,8.54%,
2428962,metlife.com,0.002205452%,3.71%,"10,842",00:02:38,2.69,45.98%,
1289729,fredericks.com,0.002203099%,37.17%,"22,216",00:05:54,10.71,19.21%,
1584336,audizine.com,0.002196768%,26.87%,"22,919",00:07:50,6.33,40.69%,Yes
1289179,planetfitness.com,0.002196076%,14.61%,"19,063",00:03:41,4.55,26.53%,
2693080,dribbble.com,0.002188609%,33.61%,"10,626",00:05:56,12.13,34.81%,
1266538,bistri.com,0.002187763%,45.28%,"28,891",00:12:48,10.51,31.68%,
26507773,ck101.com,0.002185924%,21.05%,629,00:06:46,6.36,42.34%,Yes
1284347,schedulicity.com,0.002184945%,-4.76%,"22,239",00:03:36,4.68,20.62%,
1192916,hrsaccount.com,0.002184386%,4.42%,"26,133",00:03:59,3.91,12.72%,
1751382,wealthfront.com,0.002182348%,14.27%,"26,399",00:03:41,3.67,45.90%,
2210811,flixster.com,0.002180642%,-2.57%,"12,565",00:04:33,5.48,28.89%,
1363133,paperbackswap.com,0.002175975%,-5.44%,"19,108",00:03:42,6.64,44.17%,
3646506,keepass.info,0.002175752%,53.57%,"17,997",00:02:58,2.53,39.44%,Yes
1789277,jigidi.com,0.002173957%,3.01%,"12,815",00:13:51,10.89,11.19%,Yes
1269935,talbots.com,0.002173081%,9.60%,"17,310",00:05:42,9.55,20.69%,
1446452,triberr.com,0.002172184%,-11.50%,"17,200",00:04:44,5.30,30.19%,
1939142,dotdotbuy.com,0.002172093%,21.51%,"13,294",00:05:57,9.01,27.23%,
1235095,shopping.paypal.com,0.002171959%,-35.37%,"17,572",00:02:54,3.81,41.52%,
2364927,myfreepaysite.com,0.002168812%,-12.53%,"15,184",00:02:43,2.79,36.16%,
2013856,onelook.com,0.002166038%,-6.85%,"17,316",00:02:45,3.74,44.82%,Yes
4011151,waze.com,0.002166020%,14.72%,"9,082",00:04:42,4.02,41.96%,
1580117,capitaliq.com,0.002164833%,13.38%,"18,858",00:11:46,8.55,17.68%,
1329548,chicos.com,0.002161422%,-8.51%,"14,210",00:06:35,10.74,24.81%,
1199764,advocare.com,0.002160932%,-3.56%,"17,433",00:05:58,9.43,23.99%,
3064864,hentaigasm.com,0.002156098%,13.55%,"11,216",00:04:42,4.80,30.34%,
1193884,vystarcu.org,0.002154383%,-0.93%,"21,362",00:06:55,5.99,6.98%,
1811858,mailtester.com,0.002150702%,-1.89%,"16,238",00:06:49,4.95,18.53%,Yes
1299801,conjuguemos.com,0.002150672%,1.05%,"19,967",00:07:44,6.36,27.18%,
13923207,tomtom.com,0.002147410%,-11.57%,"1,504",00:06:50,5.71,27.30%,
Estimated Visits,emarketer.com,0.002147353%,-0.31%,18,447,00:01:32,1.45,72.43%,
1296494,overnightprints.com,0.002146680%,9.09%,"20,131",00:05:41,8.19,33.10%,
2901852,interactivebrokers.com,0.002143085%,3.15%,"6,384",00:03:52,2.87,46.93%,
1219629,septa.org,0.002142011%,-2.00%,"22,614",00:02:53,4.00,29.02%,
3015408,gulte.com,0.002137102%,0.79%,"8,997",00:04:35,8.55,16.81%,Yes
2031969,tweepi.com,0.002132803%,17.97%,"7,748",00:12:42,24.80,12.27%,
1774673,tumblebooks.com,0.002130895%,12.68%,"13,948",00:07:57,8.90,17.29%,
1561003,roguefitness.com,0.002130479%,12.49%,"18,937",00:04:59,6.20,39.66%,
2446187,revolutiontt.me,0.002119296%,13.59%,"16,454",00:04:50,4.46,17.04%,
1188310,travel.americanexpress.com,0.002118469%,-0.59%,"29,370",00:05:38,3.05,46.72%,Yes
2824045,vidics.ch,0.002115397%,24.57%,"13,439",00:05:32,4.40,14.16%,
1143247,seis.org,0.002110964%,5.73%,"16,188",00:19:40,19.71,10.06%,
2263944,sputnikmusic.com,0.002110896%,16.65%,"15,057",00:05:42,6.95,39.22%,
1214495,savingstar.com,0.002109644%,3.86%,"29,879",00:02:35,3.03,47.97%,
3581360,hyatt.com,0.002109267%,-4.22%,"6,942",00:04:48,5.53,30.45%,
1198880,fantasyguru.com,0.002107900%,-4.03%,"18,127",00:08:52,8.16,19.14%,Yes
2852082,pottermore.com,0.002103135%,35.97%,"6,171",00:12:33,18.25,32.70%,
3460724,snapsort.com,0.002103123%,-5.04%,"10,891",00:03:35,3.54,39.41%,Yes
3221269,sharelatex.com,0.002103050%,16.50%,"16,930",00:03:48,3.13,46.66%,
1228106,time4learning.com,0.002100266%,-9.39%,"22,511",00:04:49,4.80,34.16%,
3901888,elasticsearch.org,0.002099464%,15.74%,"10,647",00:06:56,4.29,42.23%,
3119291,nuance.com,0.002097770%,9.59%,"8,622",00:02:56,2.83,49.97%,
1131785,ctmecontracts.com,0.002086392%,-3.37%,"17,778",00:11:36,12.95,26.48%,
2490894,zinio.com,0.002083552%,-3.70%,"10,604",00:04:49,5.61,30.82%,
3619050,testflightapp.com,0.002081448%,2.61%,"8,050",00:05:43,7.00,21.54%,
2045521,theaudiobookbay.com,0.002078020%,-17.36%,"9,990",00:05:31,9.10,25.46%,
2399714,tapastic.com,0.002075554%,-18.74%,"8,613",00:03:39,8.12,42.52%,
5657376,gahe.com,0.002074983%,-3.22%,"4,352",00:08:39,4.85,30.76%,Yes
1353826,pdffiller.com,0.002069402%,3.97%,"21,900",00:03:47,4.03,37.89%,
1371322,weeworld.com,0.002068747%,-8.04%,"11,507",00:20:49,18.34,17.10%,Yes
1633717,edhelper.com,0.002067046%,-2.48%,"18,417",00:02:47,3.73,44.28%,
2171670,wgt.com,0.002066204%,7.73%,"16,027",00:09:48,5.05,20.70%,
1201786,rue21.com,0.002065528%,16.27%,"21,547",00:05:35,7.30,21.90%,
3107304,ipage.com,0.002060448%,-9.01%,"8,181",00:07:52,4.33,21.71%,
1276855,freeconferencecall.com,0.002057195%,11.03%,"26,706",00:03:56,4.06,28.13%,
1737001,hoodamateurs.com,0.002056348%,22.83%,"20,826",00:05:52,5.25,45.34%,
Estimated Visits,lobstertube.com,0.002056214%,-10.36%,5,966,00:07:40,4.65,10.99%,
1190446,rvtrader.com,0.002053465%,-14.44%,"14,932",00:09:53,10.46,24.38%,
14946691,wikimapia.org,0.002046489%,-16.00%,823,00:02:55,19.37,39.32%,Yes
1178529,outback.com,0.002045768%,0.39%,"27,639",00:02:42,3.90,29.43%,
7213241,convert2mp3.net,0.002043440%,19.78%,"2,784",00:08:55,11.10,22.59%,
2820606,firebase.com,0.002032323%,,"24,963",00:03:59,3.78,48.02%,
1339299,shefinds.com,0.002029856%,-2.80%,"19,927",00:02:31,5.23,46.16%,Yes
2916501,mad.com,0.002027041%,21.19%,"8,558",00:08:46,4.57,19.51%,Yes
1159523,govdeals.com,0.002024817%,15.84%,"15,106",00:08:32,20.36,26.84%,
3428434,webpagetest.org,0.002023676%,0.53%,"8,565",00:07:48,7.28,22.10%,Yes
1258918,tacomaworld.com,0.002019850%,13.44%,"25,808",00:08:32,6.55,42.73%,Yes
1201963,applytexas.org,0.002015650%,46.60%,"18,774",00:15:37,20.83,15.96%,
11354655,freepik.com,0.002013549%,7.14%,"1,922",00:05:44,9.81,30.45%,Yes
2077926,graze.com,0.002007439%,11.97%,"12,435",00:04:41,7.14,16.22%,
1162390,vons.com,0.002007388%,-6.18%,"21,117",00:03:43,4.14,35.31%,
4715902,mp3.li,0.002006935%,-13.77%,"4,220",00:04:37,7.34,15.72%,
1546069,moat.com,0.002006882%,39.51%,"25,548",00:02:41,3.00,21.05%,
1546495,alamo.com,0.002000661%,2.97%,"19,017",00:04:48,4.99,21.87%,
1151419,dressbarn.com,0.001994498%,2.64%,"18,694",00:05:52,9.04,21.81%,
2305430,graphicstock.com,0.001993590%,-13.39%,"9,369",00:06:55,8.91,36.14%,
6561444,aircanada.com,0.001993230%,9.42%,"3,245",00:04:39,3.34,33.02%,
3081498,naughtyblog.org,0.001993164%,14.34%,"8,414",00:04:46,8.28,35.33%,
1775960,podbay.fm,0.001987365%,0.44%,"22,937",00:03:48,2.57,43.04%,
3603050,vectorstock.com,0.001980046%,9.41%,"7,334",00:03:54,11.74,46.44%,
1219547,donorschoose.org,0.001979222%,-8.92%,"16,143",00:03:34,3.63,43.93%,
1158432,tomoson.com,0.001977445%,6.86%,"20,572",00:09:46,12.07,20.59%,
1314576,taskrabbit.com,0.001973169%,-13.66%,"17,749",00:05:53,9.28,25.05%,
4062438,funchoke.com,0.001971813%,-0.96%,"4,638",00:04:46,14.60,7.28%,
7002819,sakshi.com,0.001970844%,-1.81%,"3,184",00:05:42,5.80,21.46%,Yes
5253425,wacom.com,0.001968068%,-4.57%,"7,069",00:02:52,3.01,41.53%,
3056656,fakenamegenerator.com,0.001966569%,-5.76%,"10,466",00:03:48,6.88,36.99%,Yes
4723021,zap.co.il,0.001966354%,28.52%,"5,065",00:05:55,7.34,27.19%,
3083567,gayboystube.com,0.001962997%,4.28%,"6,314",00:09:51,12.14,24.93%,
1273372,allenedmonds.com,0.001962387%,69.13%,"34,121",00:03:58,6.08,33.99%,
1331271,polleverywhere.com,0.001962320%,-5.77%,"20,794",00:04:52,4.49,44.60%,
1845138,life360.com,0.001962304%,9.49%,"21,909",00:02:43,2.86,26.46%,
2438984,afdah.com,0.001958907%,12.85%,"11,907",00:06:43,6.45,17.11%,
3274837,wikifeet.com,0.001956855%,-3.67%,"6,239",00:03:32,4.02,49.27%,Yes
3111186,golang.org,0.001956086%,7.82%,"10,359",00:06:53,3.50,38.89%,
Estimated Visits,imgboxxx.com,0.001954607%,15.30%,15,675,00:02:30,2.81,47.02%,
1200797,jegs.com,0.001952939%,-3.64%,"21,521",00:03:48,5.36,49.14%,
1636034,bigbadtoystore.com,0.001951910%,23.11%,"17,351",00:03:38,7.51,37.83%,
1659474,darkhorizons.com,0.001951315%,12.08%,"26,868",00:02:48,2.63,45.32%,Yes
1119278,bevmo.com,0.001947891%,10.42%,"24,637",00:02:35,5.93,49.06%,
2944992,tunefind.com,0.001946629%,25.74%,"13,823",00:02:46,4.61,34.56%,Yes
3309464,chanel.com,0.001938127%,5.78%,"6,374",00:03:36,9.89,30.36%,
48779212,repubblica.it,0.001938103%,-21.27%,344,00:11:33,10.90,42.10%,
1093685,adaptedmind.com,0.001930571%,-21.03%,"14,836",00:04:43,12.67,37.60%,
1122128,disneymovieclub.go.com,0.001927609%,15.46%,"22,024",00:04:51,6.39,23.72%,
4030464,10minutemail.com,0.001923602%,12.82%,"10,541",00:04:47,2.70,37.62%,Yes
2930610,cisionpoint.com,0.001922838%,19.97%,"9,919",00:13:56,7.03,9.03%,
2822165,8muses.com,0.001919452%,38.79%,"4,357",00:10:51,33.67,9.74%,
3534194,tehparadox.com,0.001918886%,0.86%,"8,963",00:05:52,7.35,27.52%,
2447182,drupal.org,0.001918833%,-29.93%,"8,344",00:06:56,2.98,49.77%,
3091281,grani.ru,0.001918616%,-12.13%,"11,332",00:03:55,2.83,46.18%,Yes
2379836,incompetech.com,0.001916844%,15.61%,"15,570",00:03:46,4.44,33.92%,Yes
1488272,yachtworld.com,0.001911445%,-13.65%,"12,677",00:07:36,9.81,30.61%,
5179984,gigabyte.com,0.001911043%,10.43%,"7,192",00:03:40,3.79,36.89%,
1080705,truckstop.com,0.001910249%,-13.96%,"31,276",00:10:34,4.88,18.27%,
1207311,gmc.com,0.001909572%,-2.58%,"19,047",00:04:50,7.16,30.81%,
3085707,passion-hd.com,0.001909087%,-2.63%,"10,064",00:03:42,4.47,42.53%,
1233459,venus.com,0.001908581%,7.93%,"15,345",00:06:52,12.06,30.12%,
3730352,siteinspire.com,0.001906115%,11.18%,"11,175",00:04:31,3.84,45.65%,
1083700,comed.com,0.001905140%,-7.61%,"19,451",00:04:47,7.46,13.69%,
3040592,nzbclub.com,0.001905113%,7.15%,"12,710",00:04:53,4.18,20.59%,
1793898,tastyblacks.com,0.001900920%,-19.99%,"16,398",00:07:48,3.37,30.91%,
1505689,reserveamerica.com,0.001897522%,-21.91%,"10,663",00:06:51,7.97,30.49%,Yes
1534997,freerice.com,0.001885401%,-18.17%,"4,918",00:09:32,38.54,19.20%,
1191596,wegmans.com,0.001881399%,-0.01%,"24,398",00:02:37,4.36,40.65%,
2161892,fema.gov,0.001880233%,0.68%,"9,550",00:02:55,2.62,50.50%,
1104798,demandforced3.com,0.001880023%,8.80%,"27,049",00:09:57,6.40,39.53%,
1155016,taxact.com,0.001874124%,43.74%,"44,513",00:04:32,5.72,44.65%,
2301171,serpbook.com,0.001872459%,6.62%,"18,791",00:08:36,3.47,21.14%,
1173038,bzzagent.com,0.001870631%,8.23%,"15,777",00:07:42,14.29,15.77%,
1622609,myhaikuclass.com,0.001865738%,-4.58%,"18,424",00:03:54,4.81,40.30%,
Estimated Visits,protectmyid.com,0.001865662%,-12.55%,17,646,00:06:33,8.86,13.68%,
1072466,jobs.walmart.com,0.001864004%,-21.47%,"26,272",00:02:36,2.77,42.45%,
5478139,sheinside.com,0.001862627%,-18.59%,"3,987",00:05:55,7.20,43.65%,
1124092,bizbuysell.com,0.001859894%,-4.39%,"20,109",00:06:40,7.03,34.05%,Yes
1238869,stitchfix.com,0.001857480%,0.65%,"14,775",00:04:48,4.79,36.67%,
1034076,southernsavers.com,0.001856056%,-12.23%,"28,176",00:04:35,3.11,48.62%,Yes
2349365,speedhunters.com,0.001852989%,27.43%,"17,576",00:03:56,4.26,49.93%,Yes
2461381,adultbay.org,0.001849878%,4.49%,"12,226",00:03:36,6.25,33.02%,
1603467,aflac.com,0.001849547%,21.24%,"13,973",00:02:43,3.65,44.75%,
1008144,connectmath.com,0.001846286%,12.40%,"28,897",00:17:32,6.83,7.10%,
3089833,listindiario.com,0.001844533%,,"26,434",00:06:33,3.66,36.73%,Yes
1226392,proveit.com,0.001842669%,-9.50%,"8,954",00:15:32,26.87,6.99%,
5169913,rentalcars.com,0.001840687%,-11.83%,"4,288",00:03:48,3.15,32.54%,
2421066,theme.co,0.001839713%,11.52%,"10,847",00:08:39,9.18,34.15%,
1533175,ipasoffice.com,0.001837945%,-28.33%,"13,600",00:07:51,8.13,20.50%,
3940169,videocopilot.net,0.001833062%,9.22%,"11,803",00:03:44,3.00,47.82%,
1676621,calvin.edu,0.001830667%,21.14%,"19,288",00:05:50,5.84,35.41%,Yes
1232775,swimoutlet.com,0.001830157%,-17.08%,"16,056",00:05:35,6.93,41.26%,
2089118,didyouknowblog.com,0.001829225%,26.39%,"20,258",00:04:36,5.05,41.54%,Yes
3954618,mafa.com,0.001828647%,22.05%,"6,158",00:16:33,6.73,17.99%,Yes
127208734,allegro.pl,0.001824386%,-13.82%,106,00:07:41,8.62,32.95%,
2268672,manatelugumovies.net,0.001818679%,4.14%,"17,217",00:05:31,3.29,35.81%,
3521160,cooltext.com,0.001818589%,3.64%,"6,325",00:04:50,7.34,42.52%,Yes
991957,edjoin.org,0.001817457%,-12.90%,"17,157",00:07:39,10.88,23.26%,Yes
2145336,doujin-moe.us,0.001817092%,2.33%,"5,494",00:07:53,41.23,26.45%,
1671143,ok.gov,0.001814597%,10.41%,"16,348",00:03:35,4.46,45.71%,
983149,ebtedge.com,0.001814565%,-4.43%,"26,796",00:02:32,4.92,10.10%,
1811234,fitocracy.com,0.001809957%,-5.72%,"19,137",00:05:31,4.49,38.24%,
2918786,evilangel.com,0.001807021%,1.96%,"7,873",00:02:59,4.69,45.29%,
2995398,girlsofdesire.org,0.001804093%,4.48%,"11,408",00:04:38,4.01,44.95%,
1212720,jimmyjazz.com,0.001802023%,-1.60%,"19,039",00:05:39,8.46,37.31%,
7845747,tw116.com,0.001800728%,53.72%,"4,778",00:05:34,6.15,18.22%,
1335013,ecstuning.com,0.001798775%,9.56%,"18,174",00:05:48,10.37,42.63%,
7038646,peopleperhour.com,0.001796445%,6.66%,"3,526",00:04:57,6.34,47.86%,
1912681,tuebl.ca,0.001796212%,-3.92%,"10,731",00:05:49,12.33,16.59%,
1324604,clinique.com,0.001794361%,22.31%,"22,828",00:05:35,6.39,35.74%,
2283504,wheretoget.it,0.001789655%,28.32%,"18,351",00:02:43,4.14,47.45%,Yes
2895038,plantronics.com,0.001786443%,4.03%,"13,897",00:04:45,5.31,31.27%,
1635000,rci.com,0.001779003%,-4.18%,"10,340",00:13:37,14.49,13.55%,
1154810,dollar.com,0.001778513%,-11.23%,"19,721",00:04:44,5.87,18.06%,
1024840,net10.com,0.001773995%,-4.98%,"20,852",00:08:36,8.08,14.63%,
1175124,car-part.com,0.001770566%,-8.31%,"20,551",00:04:58,5.96,13.31%,
Estimated Visits,data18.com,0.001770029%,10.16%,6,758,00:04:53,13.85,38.93%,
1925719,narutobase.net,0.001767837%,-10.11%,"11,493",00:05:53,8.30,41.83%,
1353269,goodyear.com,0.001766979%,32.22%,"29,415",00:02:53,3.64,34.27%,
3109402,1001tracklists.com,0.001765830%,30.95%,"14,338",00:03:39,4.21,39.83%,Yes
6348113,thiruttuvcd.me,0.001765536%,-12.33%,"5,795",00:02:57,2.77,47.24%,
1859228,buttonbass.com,0.001760747%,10.13%,"18,180",00:06:47,4.22,40.24%,Yes
2103595,codeskulptor.org,0.001757284%,26.05%,"24,172",00:13:51,3.99,39.66%,
19377951,kinozal.tv,0.001757015%,-5.65%,"1,254",00:06:49,8.32,11.33%,
3144433,farecompare.com,0.001755521%,6.41%,"9,236",00:02:31,4.77,41.10%,
2014598,nightbot.tv,0.001751343%,16.00%,"19,630",00:08:44,5.15,45.52%,
1885354,reddit.tv,0.001747138%,41.88%,"12,074",00:25:33,25.20,11.72%,
978457,psecu.com,0.001746545%,-3.07%,"22,502",00:03:32,2.56,20.13%,
1001582,petharbor.com,0.001746341%,5.72%,"21,815",00:05:48,11.25,20.73%,Yes
1048431,ruger.com,0.001743944%,-24.58%,"19,917",00:03:36,6.54,35.53%,
2427682,pbase.com,0.001743352%,5.43%,"7,775",00:02:43,11.17,46.20%,
1079119,clear.com,0.001741905%,-8.56%,"26,026",00:03:54,4.32,39.39%,
1038644,fancyhands.com,0.001740624%,7.04%,"21,662",00:08:34,11.44,32.21%,
1592225,feedblitz.com,0.001739661%,0.81%,"21,364",00:02:31,3.33,42.04%,
979696,ontheclock.com,0.001739547%,7.12%,"31,865",00:03:59,6.25,6.40%,
1273103,blendspace.com,0.001728633%,-4.53%,"24,069",00:04:33,3.97,40.84%,
973499,mydailymoment.com,0.001727314%,-21.80%,"27,675",00:02:50,3.14,35.42%,
1165989,handy.com,0.001726517%,,"47,685",00:04:39,4.95,33.98%,
3685976,vecteezy.com,0.001725112%,9.70%,"11,052",00:02:40,5.04,40.57%,Yes
95673293,google.at,0.001723806%,-56.74%,220,00:07:40,6.42,46.73%,
1569404,onemorelevel.com,0.001723065%,7.10%,"27,154",00:04:33,3.20,42.01%,Yes
2801763,depfile.com,0.001722804%,-0.05%,"12,697",00:08:40,5.62,25.82%,
1203853,bear411.com,0.001721633%,5.54%,"15,641",00:12:38,15.25,6.70%,
1589082,chnlove.com,0.001718553%,10.27%,"11,898",00:10:59,15.86,33.21%,
1288678,eyeslipsface.com,0.001717065%,0.41%,"16,049",00:08:32,12.14,28.76%,
1531834,namecheap.com,0.001714364%,12.29%,"16,055",00:05:56,5.78,32.09%,
1006384,e-miles.com,0.001712679%,23.07%,"25,774",00:03:53,8.78,28.18%,
1602059,youneedabudget.com,0.001711965%,7.07%,"23,140",00:03:46,2.76,44.16%,
8967899,marinetraffic.com,0.001711192%,1.11%,"3,667",00:03:32,3.45,43.40%,Yes
1111140,lenscrafters.com,0.001711170%,-1.83%,"22,740",00:04:43,6.22,24.98%,
2171486,serato.com,0.001708159%,2.06%,"15,741",00:04:40,3.83,49.19%,
1436689,mycandylove.com,0.001705537%,-6.13%,"13,147",00:06:53,11.30,17.63%,Yes
1306698,redlobster.com,0.001696777%,-19.85%,"20,211",00:03:41,5.50,28.44%,
1038219,woodcraft.com,0.001696249%,-4.33%,"27,390",00:03:47,4.87,41.87%,
30935544,corriere.it,0.001694578%,17.98%,787,00:10:55,3.69,43.93%,
1104099,guestofaguest.com,0.001694015%,31.99%,"31,368",00:02:47,5.40,44.60%,Yes
3277514,hdwing.com,0.001687036%,16.98%,"12,362",00:04:53,3.73,29.53%,
Estimated Visits,xossip.com,0.001686865%,-2.06%,1,935,00:09:07,16.22,40.30%,
1127332,otcmarkets.com,0.001686447%,13.99%,"24,302",00:06:31,10.89,49.08%,
962827,castlelearning.com,0.001685880%,,"34,689",00:08:39,7.48,5.38%,
2568298,cryptsy.com,0.001685318%,-25.00%,"12,778",00:06:32,4.69,32.71%,
1065014,sendoutcards.com,0.001682131%,-9.04%,"15,147",00:11:56,14.14,22.48%,
5258595,download.cyanogenmod.org,0.001680636%,-5.61%,"7,778",00:02:45,3.05,40.31%,
952643,dvor.com,0.001680294%,28.35%,"32,043",00:05:48,7.83,25.51%,
1590337,braintreegateway.com,0.001675874%,8.21%,"19,086",00:08:35,7.94,8.88%,
1077095,landofnod.com,0.001674311%,4.42%,"27,185",00:03:35,4.89,40.35%,
2734035,forumophilia.com,0.001673632%,-18.27%,"7,149",00:06:49,7.20,31.43%,
1012031,cheapcaribbean.com,0.001672242%,-12.40%,"20,102",00:07:57,8.01,30.04%,
920005,gigats.com,0.001671656%,-23.99%,"28,817",00:04:43,2.80,47.85%,
4717025,zoomit.ir,0.001671279%,-12.18%,"8,826",00:04:36,2.71,43.83%,
1642286,lpsg.com,0.001668677%,10.51%,"16,622",00:05:43,9.02,41.80%,
14855908,sport.es,0.001665273%,-4.38%,"1,929",00:15:44,4.63,44.51%,
924281,lakeside.com,0.001662347%,44.78%,"26,178",00:12:39,15.34,28.16%,
13511230,addic7ed.com,0.001660850%,22.03%,"4,030",00:02:50,3.45,38.48%,
26847781,animeflv.net,0.001660312%,13.85%,"1,297",00:12:34,3.35,33.83%,
1723193,wootly.ch,0.001659116%,35.88%,"35,250",00:04:45,2.76,29.74%,
1711606,ohsu.edu,0.001658116%,23.11%,"17,053",00:02:48,3.17,48.80%,
946736,discountmags.com,0.001657120%,3.69%,"31,150",00:02:56,4.03,45.73%,Yes
2783755,bestgore.com,0.001656460%,-35.72%,"4,834",00:05:56,9.97,35.66%,
1436176,videomasti.net,0.001655109%,-3.62%,"21,782",00:05:43,3.29,34.79%,
2289161,localbitcoins.com,0.001654053%,6.50%,"10,131",00:11:56,17.95,19.91%,
2397055,anastasiadate.com,0.001652641%,-2.98%,"7,062",00:11:47,20.31,26.15%,
3239233,wowprogress.com,0.001649806%,,"13,182",00:03:41,5.19,29.30%,Yes
2823562,espnfc.co.uk,0.001648665%,-22.44%,"12,921",00:02:57,2.90,47.03%,
5611801,torlock.com,0.001646892%,-0.41%,"5,972",00:02:56,3.31,47.70%,
1095488,heb.com,0.001646312%,1.63%,"25,146",00:02:31,3.22,41.54%,
2937934,greenmangaming.com,0.001637748%,34.25%,"16,951",00:03:50,8.32,30.27%,
996369,dogonews.com,0.001636802%,-2.45%,"28,776",00:04:39,5.01,42.97%,Yes
929499,scootpad.com,0.001635853%,-27.46%,"10,448",00:12:54,14.15,13.03%,
46282047,amazon.it,0.001633920%,13.24%,379,00:04:57,5.66,42.74%,
1385869,icanhazchat.com,0.001633545%,,"38,822",00:04:46,4.41,8.26%,
1217213,timbuk2.com,0.001631497%,4.85%,"21,078",00:04:47,7.55,31.38%,
2172547,torn.com,0.001630271%,0.75%,"10,650",00:08:42,14.90,8.12%,
1137959,pampers.com,0.001628603%,-10.20%,"21,533",00:02:46,4.08,30.17%,
49826105,milliyet.com.tr,0.001627433%,-37.29%,332,00:13:46,18.71,26.08%,
1007292,crowdtap.com,0.001626604%,28.36%,"27,580",00:11:38,11.21,28.38%,
Estimated Visits,austinchronicle.com,0.001626488%,27.00%,49,139,00:01:49,2.35,70.11%,Yes
885511,rmlsweb.com,0.001624367%,2.58%,"24,474",00:09:51,9.61,26.06%,
961071,borrowlenses.com,0.001623482%,-9.05%,"20,842",00:04:54,6.69,31.12%,
1641060,nzbplanet.net,0.001621282%,-4.39%,"21,393",00:03:58,4.00,26.06%,Yes
1278527,dollskill.com,0.001618622%,30.63%,"20,011",00:06:58,9.70,28.73%,
2500299,stickpage.com,0.001618040%,15.11%,"13,051",00:07:50,7.00,33.13%,Yes
888313,secrant.com,0.001614548%,2.56%,"23,191",00:11:42,11.53,18.74%,Yes
946852,frontgate.com,0.001613813%,-1.80%,"29,075",00:03:38,5.25,46.05%,
889348,preferred411.com,0.001609092%,13.74%,"32,513",00:06:54,5.79,42.06%,
1344140,worldsoccershop.com,0.001608054%,-13.00%,"18,778",00:03:51,6.06,37.14%,
939301,citimortgage.com,0.001607911%,0.65%,"25,187",00:04:34,7.40,13.74%,
932758,trimet.org,0.001607763%,5.69%,"9,718",00:12:51,60.99,17.66%,
1376912,anagrammer.com,0.001603320%,-10.62%,"18,592",00:04:34,6.30,37.34%,Yes
1847931,imgfave.com,0.001603264%,3.35%,"18,208",00:05:33,4.45,48.77%,Yes
869946,fmls.com,0.001602762%,-14.15%,"36,539",00:03:45,3.08,6.37%,
3644455,axure.com,0.001602296%,13.65%,"14,275",00:04:32,2.97,46.35%,
6047783,clixsense.com,0.001601259%,32.47%,"3,579",00:12:31,12.59,25.12%,
1126022,cyberpowerpc.com,0.001599447%,-0.67%,"29,909",00:05:51,4.08,33.26%,
2262249,jmu.edu,0.001599227%,21.59%,"15,004",00:03:52,3.24,47.55%,
1012538,fullcompass.com,0.001598530%,3.91%,"32,829",00:02:39,3.96,48.88%,
1535540,emusic.com,0.001597850%,-21.13%,"13,305",00:07:52,14.36,38.55%,
971485,clearcheckbook.com,0.001596902%,-0.82%,"27,787",00:06:54,5.43,12.21%,
883955,titlewave.com,0.001594841%,5.53%,"19,009",00:12:46,20.31,7.62%,
1605116,myanonamouse.net,0.001590769%,2.63%,"18,744",00:05:40,7.60,19.77%,
4685729,playfire.com,0.001588998%,,"20,688",00:03:43,5.44,31.06%,
1498988,rookiemag.com,0.001586792%,20.44%,"28,447",00:03:48,3.55,49.52%,
1815816,mediamonkey.com,0.001585983%,29.00%,"26,255",00:03:39,2.70,41.30%,
936628,petango.com,0.001582636%,15.64%,"31,281",00:03:35,5.82,38.70%,
902786,twinspires.com,0.001581722%,13.92%,"26,761",00:13:53,12.01,35.78%,
2426006,nowwatchtvlive.com,0.001581449%,-9.47%,"11,654",00:04:57,4.80,46.02%,
5049912,ge.com,0.001578701%,-0.58%,"5,664",00:02:52,2.64,42.63%,
2717060,sceneaccess.eu,0.001576479%,,"19,962",00:03:43,5.09,23.73%,
884768,bbpeoplemeet.com,0.001572765%,2.48%,"19,130",00:07:33,17.17,15.97%,
2502190,morfix.co.il,0.001570196%,-10.37%,"12,888",00:05:38,4.48,27.33%,Yes
968526,itsbx.com,0.001567487%,-6.81%,"34,308",00:04:41,3.65,48.86%,Yes
3710262,javjunkies.com,0.001566890%,9.63%,"5,692",00:06:39,9.92,3.08%,
Estimated Visits,motel6.com,0.001566699%,-11.93%,27,251,00:03:54,4.16,39.88%,
4054994,rlslog.net,0.001563327%,6.89%,"11,050",00:03:52,3.57,39.51%,
2290784,gucci.com,0.001562366%,-2.83%,"5,988",00:03:38,25.44,22.99%,
1849340,hover.com,0.001560112%,2.76%,"16,113",00:04:44,5.38,27.10%,
